Hogar,EXCLUIR,paraValidacion,Sector,DirCoordX,DirCoordY,MontoArr,IngresoHogar,Factor,AnosEstudio,CLASE,Sup_Prom_Constr_Hab_EOD,Calid_EOD_norm_inv,DensConstr_EOD,Dist_est_Metro_MC_KM,Dist_salida_Autop_MC_KM,Tiempo_Com_Stgo,Ingreso_Promedio_Zona_MM,Acc_Comercio_tpte_pub,Acc_Educacion_tpte_pub,Acc_Habitacion_tpte_pub,Acc_Industria_tpte_pub,Acc_Servicios_tpte_pub,Acc_Comercio_auto,Acc_Educacion_auto,Acc_Habitacion_auto,Acc_Industria_auto,Acc_Servicios_auto,CLUSTER7,CLUSTER2
100010,0,0,7,335180.8019,6266420.975,100000,450845,136.393738,11,1,53.8,0.98,0.059,23.05171147,4.345178548,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100020,0,0,7,338410.2114,6265607.141,120000,1019369,73.843597,11,1,59.6,0.98,0.033,21.08017693,1.381521077,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100030,0,0,7,327863.8248,6257800.086,70000,80000,180.722809,10,1,59.5,0.98,0.004,34.1478939,11.99338943,83,0.408158222,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100041,0,0,7,327864,6257800,80000,559259,150.379059,14,2,59.5,0.98,0.004,34.1478168,11.99326807,83,0.408158222,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100052,0,0,7,338480.8152,6267296.941,117771,710309,122.001518,12,2,43.6,0.98,0.086,19.90879164,1.363177127,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100061,0,0,7,338520.4611,6267243.59,120000,415053,122.001518,9,1,43.6,0.98,0.086,19.91249326,1.298621224,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100070,0,0,7,338672.2754,6267348.648,90000,231227,98.045624,15,2,43.6,0.98,0.086,19.72864567,1.26010708,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100082,0,0,7,338923.4993,6266488.784,140000,79133,114.663483,11,1,53.8,0.98,0.059,20.1049863,0.606193907,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100090,0,0,7,339472.5195,6262741.68,132271,1334494,118.012085,12,2,59.6,0.98,0.033,22.4412699,0.801540017,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100102,0,0,7,334850.7817,6266124.316,138696,1543874,108.940498,14,2,53.8,0.98,0.059,23.49323332,4.68465324,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100112,0,0,7,335866.8423,6266308.101,150000,278046,139.501297,10,1,53.8,0.98,0.059,22.56973999,3.660903932,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100140,0,0,7,338901.501,6262892.346,120000,619535,110.427055,17,3,59.6,0.98,0.033,22.6960587,0.210979598,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100161,0,0,7,338124.9988,6266113.566,112553,92754,114.663483,12,2,53.8,0.98,0.059,20.94975472,1.434487393,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100170,0,0,7,338672.0894,6266596.355,150000,1200000,270.516083,14,2,43.6,0.98,0.086,20.22010457,0.871551035,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100180,0,0,7,338859.8374,6268671.365,120000,280000,204.814835,12,2,21.4,0.98,0.002,18.75676106,2.346127562,74,0.218162,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100192,0,0,7,338018.8011,6266424.464,120000,184068,114.663483,8,1,53.8,0.98,0.059,20.82505767,1.507181635,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100200,0,0,7,338713.079,6265343.155,170000,274156,110.427055,12,2,59.6,0.98,0.033,21.04338683,1.350655952,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100222,0,0,7,338487.6568,6268439.356,90000,643128,95.274445,11,1,43.6,0.98,0.086,19.19351289,2.269068272,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100232,0,0,7,338399.8784,6268318.075,150000,120000,100.279488,12,2,43.6,0.98,0.086,19.3367325,2.205444609,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100242,0,0,7,338756.5334,6266656.237,100000,403936,83.442345,12,2,43.6,0.98,0.086,20.11720093,0.804370557,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100252,1,0,7,341877,6270590,193981,600000,15.152181,-99,-99,75.8,0.98,0,15.19652343,3.251553127,90,0.553643727,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100262,0,0,7,337881.5539,6266177.896,260000,1586807,116.353302,12,2,53.8,0.98,0.059,21.0902015,1.662415359,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100270,0,0,7,338821.1269,6266668.492,130000,182046,119.283798,11,1,43.6,0.98,0.086,20.06080136,0.746778509,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100281,0,0,7,339001.0763,6268411.752,90000,163929,104.075729,12,2,43.6,0.98,0.086,18.80360834,2.05802228,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100290,0,0,7,339333.9988,6266135.413,118854,468043,119.004265,9,1,53.8,0.98,0.059,20.04632795,0.344777036,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100302,0,0,7,335115.4429,6266056.673,200000,526495,93.28582,17,3,53.8,0.98,0.059,23.32076912,4.425624745,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100312,0,0,7,338384.8857,6265230.677,120000,464941,86.235573,11,1,59.6,0.98,0.033,21.35756523,1.649502229,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100322,0,0,7,333732.5499,6261246.379,120000,730852,183.386124,12,2,59.5,0.98,0.004,27.47522116,5.247525616,83,0.408158222,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100332,0,0,7,335939.744,6266985.337,120000,348617,106.51371,12,2,53.8,0.98,0.059,22.1059687,3.630244016,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100342,0,0,7,337941.5627,6266104.023,150000,228546,108.940498,12,2,53.8,0.98,0.059,21.09361173,1.615969675,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100350,0,0,7,338788.3062,6266701.254,120000,195529,101.757294,16,3,43.6,0.98,0.086,20.06355301,0.788835137,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100360,0,0,7,338429.2653,6265488.774,150000,390000,94.201904,12,2,59.6,0.98,0.033,21.1474203,1.439899626,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100370,0,0,7,338681.05,6266323.52,150000,546915,139.501297,16,3,53.8,0.98,0.059,20.39558071,0.850626346,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100372,0,0,7,338818.1695,6266716.622,150000,136764,100.279488,9,1,43.6,0.98,0.086,20.0310174,0.766759133,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100382,0,0,7,338215.379,6266840.656,60000,350000,93.904617,11,1,35,0.98,0.163,20.40532737,1.375907347,60,0.277518083,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,5,1
100392,0,0,7,338600.6477,6267056.373,120000,497540,83.442345,11,1,43.6,0.98,0.086,19.97203498,1.122020769,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100402,0,0,7,338641.6977,6267073.483,140000,1069647,119.283798,12,2,43.6,0.98,0.086,19.92970436,1.098478006,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100413,0,0,7,338672.5746,6267039.839,120000,464368,104.075729,10,1,43.6,0.98,0.086,19.92813024,1.053698529,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100420,0,0,7,338676.6611,6266870.075,200000,200000,101.757294,8,1,43.6,0.98,0.086,20.03601607,0.960363868,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100452,0,0,7,334961,6266216,140000,654813,95.411217,6,1,53.8,0.98,0.059,23.35013565,4.569616734,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100461,0,0,7,344089.113,6265917.245,120000,335129,12.373152,12,2,75.8,0.98,0,17.1183484,1.952463296,90,0.553643727,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100472,0,0,7,338518.0175,6264827.165,500000,802472,92.103439,12,2,59.6,0.98,0.033,21.54428595,1.886486664,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100482,0,0,7,341575.47,6270182.79,60000,582869,12.353868,7,1,75.8,0.98,0,15.6861971,3.526549091,90,0.553643727,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100490,0,0,7,335361.7082,6266367.964,105990,205844,119.004265,10,1,53.8,0.98,0.059,22.93738008,4.164620081,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100501,0,0,7,338610.5083,6267691.138,80000,386000,357.564484,7,1,43.6,0.98,0.086,19.55839502,1.565031117,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100510,0,0,7,338885,6262675,150000,1033233,75.526031,7,1,59.6,0.98,0.033,22.87125618,0.329284961,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100522,0,0,7,335573.2808,6266552.528,80000,484289,95.411217,5,1,53.8,0.98,0.059,22.65752689,3.954860956,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100532,0,0,7,335882.5489,6266553.85,100000,208538,114.663483,12,2,53.8,0.98,0.059,22.40875694,3.645823854,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100541,1,1,7,339027.1294,6266757.747,140000,973831,93.152046,11,1,43.6,0.98,0.086,19.84776124,0.60142869,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100562,0,0,7,334775.18,6265683.29,260000,300000,119.004265,12,2,53.8,0.98,0.059,23.81704006,4.783141551,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100571,0,0,7,338951.5971,6268540.246,93031,747260,83.442345,12,2,43.6,0.98,0.086,18.76369141,2.194938155,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100582,1,1,7,338501.0821,6266827.074,100000,136258,93.904617,0,1,35,0.98,0.163,20.19689288,1.1021198,60,0.277518083,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,5,1
100592,0,0,7,339417.5035,6266852.387,140000,87408,122.001518,12,2,43.6,0.98,0.086,19.49499061,0.444046457,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100601,0,0,7,338949.2119,6268670.874,80000,768636,93.152046,12,2,43.6,0.98,0.086,18.68596952,2.321857254,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100611,1,1,7,338119.4424,6266955.946,100000,458102,75.287674,12,2,35,0.98,0.163,20.40467994,1.504548783,60,0.277518083,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,5,1
100620,0,0,7,344206.0915,6266148.76,100000,409622,12.378525,0,1,75.8,0.98,0,16.86135575,2.075332277,90,0.553643727,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100631,0,0,7,339344.488,6266735.356,120000,201871,104.075729,11,1,43.6,0.98,0.086,19.62790936,0.36229875,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100642,0,0,7,345581.5484,6274062.422,80000,71772,12.353868,11,1,75.8,0.98,0,10.14573209,0.524104369,90,0.553643727,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100651,0,0,7,338712.946,6265351.029,127022,129450,90.765831,12,2,59.6,0.98,0.033,21.03799205,1.344456521,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100661,0,0,7,344644.1361,6265318.661,101474,60691,12.39677,8,1,75.8,0.98,0,17.3150244,2.592205685,90,0.553643727,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100672,0,0,7,338929.4385,6265542.699,140000,1552757,118.012085,12,2,59.6,0.98,0.033,20.74916474,1.062389217,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100681,0,0,7,338875.663,6265610.121,157635,1611053,86.235573,9,1,59.6,0.98,0.033,20.74083627,1.040060729,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100692,0,0,7,328134.0087,6257254.642,80000,652996,187.564407,14,2,59.5,0.98,0.004,34.30267224,11.99879047,83,0.408158222,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100702,0,0,7,335861.1156,6266700.903,80000,249490,119.004265,13,2,53.8,0.98,0.059,22.33791756,3.675477577,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100712,0,0,7,337303.5728,6266026.848,170000,804818,108.940498,13,2,53.8,0.98,0.059,21.62707756,2.257227953,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100720,0,0,7,335665.1703,6266933.634,70000,90000,149.083389,12,2,53.8,0.98,0.059,22.35855652,3.894590379,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100732,0,0,7,339127.6601,6264897.371,250000,308830,115.383171,12,2,59.6,0.98,0.033,21.06590027,1.575603252,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100740,0,0,7,338908.3869,6265918.103,260000,95490,114.663483,12,2,53.8,0.98,0.059,20.5043219,0.796948353,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100752,0,0,7,333772.17,6261097.399,120000,275920,219.870148,12,2,59.5,0.98,0.004,27.54840879,5.260529754,83,0.408158222,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100760,0,0,7,338803.2316,6267014.313,108460,181105,95.274445,9,1,43.6,0.98,0.086,19.84587549,0.934582328,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100772,0,0,7,338765.191,6268495.175,100000,157254,122.001518,7,1,43.6,0.98,0.086,18.93888929,2.208553318,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100782,0,0,7,335881.412,6266215.284,100000,174300,119.004265,6,1,53.8,0.98,0.059,22.61469686,3.650414378,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100792,0,0,7,336002.3742,6266176.761,90000,366392,106.51371,11,1,53.8,0.98,0.059,22.54262984,3.532115767,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100802,0,0,7,341651.6277,6270580.14,400000,1441119,12.38832,12,2,75.8,0.98,0,15.37996706,3.174759937,90,0.553643727,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100810,0,0,7,339139.5111,6267123.914,150000,192354,81.583549,4,1,43.6,0.98,0.086,19.52050818,0.801455233,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100822,0,0,7,339118.1982,6267115.277,120000,215000,122.001518,12,2,43.6,0.98,0.086,19.54221645,0.804490196,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100832,0,0,7,338639.9266,6268090.075,131598,440662,95.274445,11,1,43.6,0.98,0.086,19.2863265,1.888981627,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100843,0,0,7,338551.8661,6266822.053,119212,63000,90.47937,11,1,35,0.98,0.163,20.16174867,1.053140823,60,0.277518083,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,5,1
100850,0,0,7,344313.0421,6265659.455,170000,564717,12.353868,12,2,75.8,0.98,0,17.20689375,2.198846721,90,0.553643727,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100862,0,0,7,338561.6237,6268050.041,120000,651304,119.283798,12,2,43.6,0.98,0.086,19.37262533,1.892398192,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100872,0,0,7,338337,6265972,300000,638396,114.663483,16,3,53.8,0.98,0.059,20.8865869,1.271215672,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100882,0,0,7,338271.2057,6265957.197,200000,522147,119.004265,12,2,53.8,0.98,0.059,20.9452638,1.33802473,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100890,0,0,7,338975.7419,6265225.791,180000,612402,244.851746,10,1,59.6,0.98,0.033,20.93867606,1.316505375,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100902,1,1,7,335872.448,6266909.972,100000,495707,95.411217,9,1,53.8,0.98,0.059,22.20476707,3.686002739,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100912,0,0,7,339817.1726,6266204.865,120000,687111,145.762375,10,1,53.8,0.98,0.059,19.65172465,0.363113289,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100922,0,0,7,334753.8839,6266148.375,120000,284075,114.663483,12,2,53.8,0.98,0.059,23.55726829,4.779922893,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100930,0,0,7,338398.8911,6264994.422,120000,357368,75.526031,12,2,59.6,0.98,0.033,21.51178581,1.8187144,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100940,0,0,7,339076.0581,6268355.212,100000,7179,122.001518,11,1,43.6,0.98,0.086,18.77972991,1.98507779,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100960,0,0,7,338708.1867,6268527.713,120000,171161,100.279488,11,1,43.6,0.98,0.086,18.96442983,2.259132537,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100972,0,0,7,342132,6270594,50000,1265162,12.513287,12,2,75.8,0.98,0,14.99484717,3.36095375,90,0.553643727,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100980,0,0,7,338332.9344,6265118.984,240000,1165000,323.641846,5,1,59.6,0.98,0.033,21.47242849,1.766542814,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
100990,0,0,7,339145.5452,6262869.728,90000,368751,86.235573,10,1,59.6,0.98,0.033,22.5538506,0.454570267,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101002,1,1,7,338928.4066,6268607.186,120000,311222,122.001518,12,2,43.6,0.98,0.086,18.74121183,2.265619351,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101012,1,1,7,338986.8521,6268066.535,180000,460866,101.757294,10,1,43.6,0.98,0.086,19.02968864,1.730846924,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101021,0,0,7,338961.0819,6268213.734,150000,85000,104.075729,11,1,43.6,0.98,0.086,18.95774903,1.878871461,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101030,0,0,7,336748.226,6265707.56,75000,426185,106.51371,8,1,53.8,0.98,0.059,22.25741791,2.868109143,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101041,0,0,7,338166.5896,6267001.558,100000,166178,90.47937,8,1,35,0.98,0.163,20.33926127,1.477859651,60,0.277518083,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,5,1
101051,0,0,7,338164.6681,6267000.084,129008,206638,110.078575,5,1,35,0.98,0.163,20.34168107,1.479050374,60,0.277518083,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,5,1
101062,0,0,7,328398,6257898,90000,71030,187.564407,9,1,59.5,0.98,0.004,33.67964534,11.46972921,83,0.408158222,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101070,0,0,7,335808.1094,6266889.122,80000,342206,108.940498,12,2,53.8,0.98,0.059,22.26901771,3.747126856,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101080,1,1,7,335777.8305,6266914.337,75000,23000,139.501297,10,1,53.8,0.98,0.059,22.27864259,3.780373752,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101091,1,1,7,338227.8697,6265478.821,100000,799457,107.967178,17,3,59.6,0.98,0.033,21.30100218,1.60445943,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101102,0,0,7,338880.6659,6267968.901,100000,408000,95.274445,10,1,43.6,0.98,0.086,19.17364085,1.676296433,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101111,0,0,7,338802.0191,6265237.006,120000,222683,94.201904,11,1,59.6,0.98,0.033,21.05411563,1.388467994,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101120,1,1,7,338728,6265104,120000,227149,94.201904,12,2,59.6,0.98,0.033,21.20024551,1.540569582,84,0.678317,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101142,0,0,7,338899.352,6268482.905,120000,342296,119.283798,10,1,43.6,0.98,0.086,18.84010192,2.15426094,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101150,0,0,7,338176.2802,6266040.669,150000,590000,119.004265,16,3,53.8,0.98,0.059,20.9599636,1.402478908,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101162,0,0,7,338831.4493,6268122.731,120000,150000,100.279488,12,2,43.6,0.98,0.086,19.11585206,1.837269406,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101171,0,0,7,335773.0937,6266502.422,130000,1339698,136.393738,12,2,53.8,0.98,0.059,22.52716594,3.753752679,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101180,0,0,7,338019.9124,6266568.308,250000,140000,114.663483,14,2,53.8,0.98,0.059,20.7306068,1.513177775,69,0.519764709,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
101190,1,1,7,338845.107,6268241.73,90000,819648,122.001518,15,2,43.6,0.98,0.086,19.03130129,1.943130024,94,0.498140018,704.97642,406.0983,6110.62492,671.08681,719.84272,3036.41,1781.81,30505.65,2853.19,3058.03,3,1
